Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
Narmada Winery,80.0439466,Narmada Vineyards & Winery,Northern Virginia,Virginia,USA,Cabernet Franc,nv,,Red,535a607c7dd3dc02000054b1
Nk'Mip Cellars Talon,80.0439466,Nk'MIP Cellars,Okanagan Valley,N/A,Canada,Cabernet Syrah,2011,,Red,53176c5066fbd00200000003
Remolinos Vineyard Decero Amano,80.0407233,Decero,Mendoza,,Argentina,"Malbec, Cabernet Sauvignon, Petit Verdot, Tannat",2012,,Red,56faf4feed2b4251374e70cf
Narrative Non-Fiction Okanagan Crush Pad Cabernet 2017 VQA,80.0369422095238,Okanagan Crush Pad,Okanagan Valley,,Canada,"Cabernet Sauvignon, Cabernet Franc",2017,,Red,5e94dedd5fd8fd7ae861d9a1
Premier Cuvee,80.03548219999999,Archery Summit Winery,Willamette Valley,,USA,Pinot Noir,2013,,Red,553bc857b49c0d0300000016
Tenuta Santa Maria Valpolicella Ripasso 2014,80.0314466,Tenuta Santa Maria alla Pieve,Valpolicella Ripasso,Veneto,Italy,"Corvina, Rondinella, Corvinone",2014,,Red,5f16000ee403536208f7f8bc
Domaine Henri Boillot Batard-Montrachet Grand Cru 2013,80.0314466,Domaine Henri Boillot,Batard-Montrachet,Burgundy,France,Chardonnay,2013,,White,5f065fb5fbfd6e17acaad1cb
Stag's Leap Artemis Cabernet Sauvignon 2016,80.0314466,Stag's Leap Wine Cellars,Napa Valley,,USA,Cabernet Sauvignon,2016,,Red,5e53197a27ae0e4b0dbdf1df
Saint-Cosme Cotes du Rhone,80.0314466,Saint-Cosme,Southern Rhone,Rhone,France,Syrah,2016,,Red,5ad77d39128caabb7db02902
Kongsgaard,80.0314466,Kongsgaard Wine,Napa Valley,California,USA,Chardonnay,2013,,White,5718e262115cab5947f4e2f9
Sexual Chocolate,80.0314466,SLO Down Wines,California,,USA,"Syrah, Zinfandel, Petite Sirah",2013,,Red,56b68337c7e99303006d9ebc
Intersection Winery,80.0314466,Intersection Winery,Okanagan Valley,,Canada,Cabernet Franc,2012,,Red,55d0ef692f033d0300000329
"Vinemark Cellars, LLC",80.0314466,"Vinemark Cellars, LLC",Santa Lucia Highlands,CA,USA,Chardonnay,2012,,White,5564efe1b4f0c1030000000a
Chassagne-Montrachet Marquis de Laguiche Morgeot,80.0314466,Joseph Drouhin,Burgundy,,France,Chardonnay,2012,,White,552fad61d0259c030000001b
Continuum,80.0314466,Continuum Estate,Napa Valley,California,USA,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",2011,,Red,53a450ea128114020000000b
Matua Rgnl Hawkes Bay SauvB - 12x750ml QNB Screw Cap,80.01894659999999,Treasury Wine Estates,,,New Zealand,,nv,,White,5e94df005fd8fd7ae861dce5
Michel Redde Petit Fume Pouilly-Fume 2018,80.01894659999999,Michel Redde,Pouilly-Fume,,France,Sauvignon Blanc,2018,,White,5e5b07a9a7eef23e2c7df99b
Quilceda Creek Cabernet Sauvignon,80.01894659999999,Quilceda Creek,Columbia Valley,Washington,USA,Cabernet Sauvignon,2014,,Red,5ad77d39128caabb7db028e6
Pahlmeyer Cabernet Sauvignon Jayson Napa Valley,80.01894659999999,Pahlmeyer,Napa Valley,California,USA,Cabernet Sauvignon,2013,,Red,5ad77d39128caabb7db028c4
Don PX Gran Reserva,80.01894659999999,Toro Albalá,Montilla-Moriles,,Spain,Pedro Ximenez,1983,,White,564a80eda567fa030000003d
William Hill,80.01894659999999,William Hill Estate Winery,Central Coast,,USA,Pinot Noir,2014,,Red,56369c4cc439e10300000063
Artero,80.01894659999999,Artero,La Mancha,N/A,Spain,"Tempranillo, Merlot",2010,,Red,52f7ec1f16531f0200000006
Ironside,80.01515728000001,90+,"Yountville, Napa Valley",,USA,Cabernet Sauvignon,2012,,Red,53a088f62c35130200000008
Crognolo IGT Toscana,80.01515728,Tenuta Sette Ponti,Tuscany,,Italy,"Cabernet Sauvignon, Merlot, Sangiovese",2011,,Red,530b9a50574286020000057f
Dunham Cabernet Sauvignon XXII 2016,80.0064466,Dunham Cellars,Columbia Valley,Washington,USA,Cabernet Sauvignon,2016,,Red,5ef11b859174c913cc4c1899
Madonna Nera Rosso di Montalcino 2016,80.0064466,Madonna Nera,Rosso Di Montalcino,,Italy,Sangiovese,2016,,Red,5e53110b27ae0e4b0dbdf1d8
TOR Kenward Cabernt Sauvignon Tierra Roja 2014,80.0064466,TOR Kenwood Family Wines,Napa Valley,,USA,Cabernet Sauvignon,2014,,Red,5b199d3b6407dc41119d453d
Robert Mondavi Winery Cabernet Sauvignon Reserve 2006,80.0064466,Robert Mondavi Winery,Napa Valley,California,USA,Cabernet Sauvignon,2006,,Red,5ad77d39128caabb7db028ed
Krug Clos Du Mesnil,80.0064466,Krug,Champagne,,France,Chardonnay,2002,Sparkling,White,58fa1fe97575df36263fc08c
Wild Ferment Syrah,80.0064466,Orofino Vineyards,Similkameen Valley,,Canada,Syrah,2015,,Red,57a7e406a0f96d2f06783448
Emmolo,80.0064466,Wagner Family of Wines,Napa Valley,,USA,Merlot,2012,,Red,56ace9794505df0300f1123f
Eisrebe,80.0064466,Joseph Phelps Vineyards,Napa Valley & Sonoma Coast,California,USA,Scheurebe,2013,,White,53a456a31281140200000014
QED,80.0064466,Rasa Vineyards,Washington State,,USA,,2010,"Grenache, Mourvedre, Syrah",Red,538cc8376eb049020000000e
Eau Vivre Winery,80.00515728,Eau Vivre Winery,Similkameen Valley,British Columbia,Canada,Cabernet Franc,2012,,Red,558f52ba4fd3830300000012
Piper Heidsieck Rare 2002,79.9939466,Piper-Heidsieck,,Champagne,France,"Pinot Noir, Chardonnay, Pinot Meunier",2002,,White,5f065fb5fbfd6e17acaad22f
Roederer Cristal Brut Gift 2007,79.9939466,Louis Roederer,,Champagne,France,"Chardonnay, Pinot Noir",2007,Sparkling,White,5f065fb5fbfd6e17acaad200
Domaine Ghislaine Barthod Chambolle-Musigny 1er Cru aux Beaux Bruns 2014,79.9939466,Domaine Ghislaine Barthod,Chambolle-Musigny,Burgundy,France,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad3c2
Bulas Vintage Port 2011,79.9939466,Bulas,Duoro,,Spain,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta Cao",2011,Fortified,Red,5e498018f1cf685e9d987ea2
Newton Skyline Claret 2016,79.9939466,Newton Vineyard  $44,California,,USA,Red Bordeaux Blend,2016,,Red,5c6b426c2e7c4a260b1d4533
Kenwood Six Ridges Pinot Noir,79.9939466,Kenwood Vineyards,Russian River Valley,,USA,Pinot Noir,2015,,Red,5b9bd14b1abee9db6b69a28e
Scala Dei Garnatxa,79.9939466,Scala Dei,Priorat,,Spain,Grenache,2015,,Red,56eab1481bff8c762d64df6e
Lafond Vineyard,79.9939466,Kessler-Haak Vineyard and Wines,Sta. Rita Hills,California,USA,Riesling,nv,,White,535977bc682acc0200009541
Vintage Ink 'Rebel' Red VQA,79.98869248842105,Vintage Ink,Okanagan Valley,,Canada,Red Blend,2018,,Red,5e94decf5fd8fd7ae861d82f
Chateau Julien,79.98515728,Chateau Julien Wine Estate,Monterey,California,USA,Merlot,2010,,Red,55da3656ec6ea003000003f3
Valpolicella Superiore,79.98515728,Zenato,Garda,N/A,Italy,"Corvina, Rondinella, Sangiovese.",2011,N/A,Red,527a5ad0e28916020000000b
La Crema Monterey Pinot Noir 2016,79.98340458125,La Crema,"Monterey County, California",,USA,Pinot Noir,2016,,Red,5e94ded75fd8fd7ae861d909
Domaine Ghislaine Barthod Chambolle-Musigny 1er Cru les Chatelots 2014,79.9814466,Domaine Ghislaine Barthod,Chambolle-Musigny,Burgundy,France,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad2c9
Ramos Pinto Porto Vintage 2011,79.9814466,Ramos Pinto,,Douro,Portugal,Port,2011,Dessert,Red,5f065fb5fbfd6e17acaad404
Domaine Hubert Lignier Gevrey-Chambertin 2015,79.9814466,Hubert Lignier,Gevrey-Chambertin,Burgundy,France,Pinot Noir,2015,,Red,5f065fb5fbfd6e17acaad1e7
Summerland Central Coast Pinot Noir 2017,79.9814466,Summerland Winery,Central Coast,,USA,Pinot Noir,2017,,Red,5c65d7af1490cd9902dc8611
Vintners Blend,79.9814466,Ravenswood,Acampo California,,USA,Petite Sirah,2013,,Red,58a8a627db515b654f97acc8
Reserve Meritage,79.9814466,Chaberton Estate Winery,Fraser Valley,British Columbia,Canada,"Cabernet Sauvignon, Cabernet Franc, Merlot",2013,Meritage,Red,55ff31bed37a100300000011
Clos de l'Oratoire,79.9814466,Clos del l'Oratoire,Saint-Emilion,,France,"Merlot, Cabernet Franc",2007,,Red,540c92f5e6d875020000000b
Pontet-Canet,79.9814466,Pontet-Canet,Pauillac,,France,"Cabernet Sauvignon , Merlot, Petit Verdot",2002,,Red,5363de536613f4020000001a
Diamond Cabernet,79.97515727999999,Francis Ford Coppola Winery,California,,USA,Cabernet Sauvignon,2012,,Red,536b8f2f1f0475020000000c
Meiomi,79.9709644,Meiomi Wines,California,,USA,Pinot Noir,2014,,Red,5688a43d5ae6a60300eda840
Midnight Cellars Capriccio,79.9709644,Midnight Cellars,Paso Robles,California,USA,"Sangiovese, Cabernet Sauvignon, Merlot",2008,,Red,544bd6fd3702c1020000000a
Dom Pérignon,79.96894660000001,Moët Chandon,Champagne,,France,"Chardonnay, Pinot Noir",2003,,White,53ea5a6c9ca30a0200000007
Domaine Vacheron Sancerre Rouge 2015,79.9689466,Domaine Vacheron,Sancerre,,France,Pinot Noir,2015,,Red,5e4df5676e053012edc29955
Fontodi Vigna del Sorbo Gran Selezione Chianti Classico 2015,79.9689466,Fontodi,Chianti Classico,,Italy,Sangiovese,2015,,Red,5e4df34cf1cf685e9d98826c
Chateau La Sauvageonne Terrasses Du Larzac,79.9689466,Gerard Bertrand,Languedoc,,France,"Syrah, Grenache, Mourvedre, Carignane",2015,,Red,5bea0483767698e33ff739f9
K Vintners Syrah River Rock,79.9689466,K Vintners,Columbia Valley,Washington,USA,Syrah,2013,,Red,5ad77d39128caabb7db02889
Peju Cabernet Franc,79.9689466,Peju Province Winery,Napa Valley,,USA,Cabernet Franc,2012,,Red,56cb9d9b3bb7410300708e41
Cuvée Predilection Brut,79.9689466,Chateau Moncontour,Vouvray,,France,Chenin Blanc,2011,,White,54753fea1d818a0200000002
L'Antica Prosecco DOC Treviso,79.9689466,L'Antica,Prosecco,,Italy,Glera,2013,,White,53c1d0f5f0c43c0200000030
Poets Leap,79.9689466,Long Shadows Vintners,Columbia Valley,,USA,Riesling,2013,,White,53c071a7d2251c020000003f
Les Bessards,79.9689466,Delas Freres,Hermitage,,France,Syrah,2010,,Red,539173c3caf5110200000005
Chablis Montee de Tonerre,79.9689466,Raveneau,Burgundy,,France,Chardonnay,2002,,White,53360e5da802a30200000013
Poplar Grove Winery,79.96515728,Poplar Grove Winery,Okanagan Valley,British Columbia,Canada,Merlot,2008,,Red,549b80f8f7d950020000000d
Gruet Brut,79.96515728,Gruet,New Mexico,,USA,"Chardonnay, Pinot Noir",nv,,White,546152979173ee020000000e
Ioppa Ghemme 2012,79.95644659999999,Azienda vitivinicola F.lli Ioppa,Ghemme,Piedmont,Italy,Nebbiolo,2012,,Red,5f1643f0c43976600821c2a3
Domaine Comte Georges de Vogue Musigny Grand Cru 'Cuvee Vieilles Vignes'  2014,79.95644659999999,Domaine Comte Georges de Vogue,Cote de Nuits,Burgundy,France,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad225
Chateau Fuisse Tete de Cru 2016,79.95644659999999,Chateau Fuisse,Pouilly-Fuisse,,France,Chardonnay,2016,,White,5e5317d5a5e05d4cfdb46279
Sartori di Verona Amarone della Valpolicella,79.95644659999999,Sartori di Verona,Valpolicella,Veneto,Italy,Corvina Blend,2010,,Red,5ad77d39128caabb7db02909
Robert Mondavi Winery Cabernet Sauvignon Reserve 1998,79.95644659999999,Robert Mondavi Winery,Napa Valley,California,USA,Cabernet Sauvignon,1998,,Red,5ad77d39128caabb7db028ee
Tenuta La Fuga Rosso di Montalcino DOC,79.95644659999999,Tenute Folonari,Tuscany,,Italy,Sangiovese,2012,,Red,5a05f39845dac9d4459931cd
Revolver The Stash,79.95644659999999,Page Cellars,Napa Valley,,USA,Cabernet Sauvignon,2014,,Red,59d521713bd72105347a186d
Terrassensteillage,79.95644659999999,Markus Burg,Mosel,,Germany,Riesling,2005,,White,58fbb020475b3420268fff1d
Ne Cede Malis,79.95644659999999,Stag's Leap Winer Cellars,Napa Valley,California,USA,Petite Sirah,2012,,Red,5718e540dae17c3e474459b5
Alfa Crux,79.95644659999999,O. Fournier,Mendoza,,Argentina,Malbec,2010,,Red,54ea26f148512a030000000c
Filare 18,79.95644659999999,Casadei Toscana,Tuscany,,Italy,Cabernet Franc,2010,,Red,53c042e4f5a6580200000012
Whirlwind Rose,79.95644659999999,Gouveia Vineyards,,Connecticut,USA,"Seyval, Chardonnay, Cabernet Franc",nv,,Rose,535a5f837dd3dc0200001002
MDZ Malbec,79.9554133142857,RJ Vinedos,Mendoza,,Argentina,Malbec,2014,,Red,56268d66d8ae270300000064
Stags Leap NV Petite Sirah - 12x750ml USA,79.9439466,Treasury Wine Estates,,California,USA,,nv,,Red,5e94df0b5fd8fd7ae861ddf7
Joseph Phelps Insignia 2014,79.9439466,Joseph Phelps Vineyards,Napa Valley,,USA,Bordeaux Blend,2014,,Red,5e4b2e37f1cf685e9d988235
Bodegas Izadi Rioja Reserva Tempranillo 2013,79.9439466,Bodegas Izadi JS 93  2oz 4.75  5oz 11.50  8oz 17.50  btl 55,Rioja Alavesa,,Spain,Tempranillo,2013,,Red,5ca53f4dfd0bf83408c5e32e
Moet & Chandon Brut Split $25,79.9439466,Moet & Chandon,Champagne,,France,"Chardonnay, Pinot Noir, Pinot Meunier",nv,Sparkling,White,5c6b4ace2e7c4a260b1d4543
Special Selection,79.9439466,Caymus Vineyards,Napa Valley,California,USA,Cabernet Sauvignon,2012,,Red,5718ef8bdae17c3e474459e5
Amabile del Cere IGT,79.9439466,Giuseppe Quintarelli,Veneto,N/A,Italy,"Garganega, Trebbiano Toscano, Sauvignon Blanc, Chardonnay, Saorin",2003,,White,55aec6d21bb314030000004c
Chatenoy Menetou-Salon,79.9439466,Chatenoy,Loire Valley,,France,Sauvignon Blanc,2013,,White,54efc75c766db0030000000c
Cloud Buster - Russian River Valley,79.9439466,Manzanita Creek Winery,Sonoma County,California,USA,Zinfandel,nv,,Red,535a6a327dd3dc0200008c34
Vin Gris,79.9439466,Birichino,Santa Cruz,California,USA,"Grenache, Cinsault, Mourvedre",nv,,Rose,53597469682acc02000056a7
Rioja Reserva,79.93619848888889,Vina Eguia,Rioja,,Spain,Tempranillo,2011,,Red,588fed2e21ef31005414b681
Decoy Pinot Noir 2014,79.93515728,Decoy,California,,USA,Pinot Noir,2014,,Red,5e49de4ff1cf685e9d9881cb
Justin Vineyards & Winery Justification,79.9314466,Justin Vineyards & Winery,Central Coast,California,USA,Red Bordeaux Blend,2014,,Red,5ad77d39128caabb7db02888
Brick House Cascadia Chardonnay Ribon Ridge,79.9314466,Brick House Vineyards,Oregon,,USA,Chardonnay,2012,,White,576415e458e03dbf49f3bb72
Continuum,79.9314466,Continuum Estate,Napa Valley,California,USA,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",2013,,Red,5718f039115cab5947f4e382
Broncho,79.9314466,Charles Smith Wines,Columbia Valley,Washington,USA,Malbec,2012,,Red,56ac0ad94505df0300f11201
Blanc de Noir,79.9314466,Sea Star Vineyards,Pender Island,,Canada,Pinot Noir,2013,,Rose,55595aaf47e319030000000d
Vintage Port,79.9314466,Cockburn's,Douro Valley,,Portugal,"Touriga Nacional, Tinta Roriz Touriga Franca",2011,,Red,543c47c25676d00200000018
Bernkasteler Badstube Spätlese,79.9314466,Markus Molitor,Mosel,,Germany,Riesling,2005,,White,54120792c158d30200000008
Paradisgarten,79.9314466,Von Winning,Pfalz,,Germany,Riesling,2010,,White,53cd58d28ba58a0200000002
Franciscan Estate,79.9314466,Franciscan Estate,Napa Valley,California,USA,Merlot,nv,,Red,535a61887dd3dc0200005e92
Chappelll Chuston Cuvee,79.9314466,Chappell Vineyard and Winery,Sierra Foothills,California,USA,,nv,"Cabernet Franc, Cabernet Sauvignon, Syrah",Red,5359291f07fff6020000031d
Vina Zaco,79.92515728000001,Vina Zaco,Rioja,,Spain,Tempranillo,2010,,Red,537262bf65341d020000002f
Pipe,79.92515728,Black Sage Vineyard,Okanagan Valley,,Canada,"Cabernet Sauvignon, Merlot, Cabernet Franc",2008,,Red,52ec7c272383d50200000009
20 Year Tawny,79.9250604923077,Taylor Fladgate,Douro,,Portugal,"Touriga Nacional, Touriga Franca",nv,,Red,5681c7f6c716fb03009d77a9
Hess Select Chardonnay 2016,79.91916390588234,The Hess Collection Winery,"Central Coast, California",,USA,Chardonnay,2016,,White,5e94ded95fd8fd7ae861d93b
Kith & Kin Cabernet Sauvignon 2018,79.9189466,Kith & Kin Cellars,Napa Valley,California,USA,Cabernet Sauvignon,2018,,Red,5f69072dc4565b3e83fceddc
Blandy's 5 Year Old Bual Madeira NV,79.9189466,Blandy’s Madeira,Madeira Bual,Madeira,Portugal,Bual,nv,,White,5e614678a95321039779c215
Waris Hubert Lilyale Blanc de Blancs Zéro Dosage Chardonnay 2017,79.9189466,Waris Hubert,Champagne,,France,Chardonnay,2017,Sparkling,White,5e55d1a27659ee7a106d3e18
Feudo Maccari Saia Red 2014,79.9189466,Feudo Maccari  RP 93  btl 60,Sicily,,Italy,Nero D'Avola,2014,,Red,5ca53f7f4888c119086f11eb
Veuve Cliquot Ponsardin La Grande Dame,79.9189466,Veuve Cliquot-Ponsardin S.A.  $250,Champagne,,France,,1996,Sparkling,White,5a74fc24fbd8766a6b5bd17e
Cambria 'Julia's Vineyard' Pinot Noir 2016,79.9152344218182,Cambria Estate Winery,"Santa Barbara, California",,USA,Pinot Noir,2016,,Red,5e94ded75fd8fd7ae861d911
Select Barrel Cabernet Merlot,79.91515727999999,Hester Creek Estate Winery,Okanagan Valley,British Columbia,Canada,"Cabernet Sauvignon, Cabernet Franc, Merlot",nv,Blend,Red,52def0202f8d240200000245
Hush,79.91263106666666,Dirty Laundry Vineyard,Okanagan Valley,British Columbia,Canada,"Merlot, Pinot Noir, Cabernet Franc, Pinot Blanc",2014,Blend,Rose,571d77e13dfe4c29668c98f5
Chateau Ste Michelle Gewürztraminer 2016,79.90930818285716,Chateau Ste Michelle,Columbia Valley,Washington,USA,Gewurztraminer,2016,,White,5e94ded65fd8fd7ae861d8ed
Neyers Chardonnay 2016,79.90644660000001,Neyers Vineyards,Carneros,,USA,Chardonnay,2016 ,,White,5e51df0f27ae0e4b0dbdf069
De Ladoucette Pouilly Fume,79.90644660000001,De Ladoucette,Loire Valley,,France,Sauvignon Blanc,2018,,White,5e32fd0ffc02d64d011342e1
Louis Jadot Batard Montrachet Grand Cru 2012,79.9064466,Louis Jadot,Batard-Montrachet,Burgundy,France,Chardonnay,2012,,White,5f065fb5fbfd6e17acaad3cc
Domaine Henri Boillot Les Rugiens Pommard Premier Cru 2017,79.9064466,Domaine Henri Boillot,Cote de Beaune,Burgundy,France,Pinot Noir,2017,,Red,5f065fb5fbfd6e17acaad385
Louis Jadot Les Charmes Chambolle-Musigny Pinot Noir 2017,79.9064466,Louis Jadot,Chambolle-Musigny,Burgundy,France,Pinot Noir,2017,,Red,5f065fb5fbfd6e17acaad14c
Bulas Fine White Porto NV,79.9064466,Bulas Wines,Porto,,Portugal,"Tinta Roriz, Touriga Francesa",nv,Dessert,White,5e61adaa5488c305249bc807
Perez Barquero Los Amigos Fino NV,79.9064466,Perez Barquero,Montilla-Moriles,,Spain,Pedro Ximenez,nv,,White,5e605e1ace510b7de8ef3d5b
TOR Kenward Chardonnay 2016,79.9064466,TOR Kenwood Family Wines,Napa Valley,,USA,Chardonnay,2016,,White,5b199c70edcff42611e5db98
Flowers Pinot Noir Sea View Ridge,79.9064466,Flowers,Sonoma County,California,USA,Pinot Noir,2010,,Red,5ad77d39128caabb7db02856
Heitz Martha's Vineyard,79.9064466,Heitz Wine Cellars,Napa Valley,,USA,Cabernet Sauvignon,2010,,Red,5718e8e0115cab5947f4e328
Merryvale Vineyards,79.9064466,Merryvale Vineyards,Napa Valley,,USA,Cabernet Sauvignon,2012,,Red,57165315dae17c3e474457b1
Reserve,79.9064466,Jackson-Triggs Okanagan Estate,Okanagan Valley,,Canada,Sauvignon Blanc,2015,,White,565104478ee9e00300b46566
Garzon,79.90368377142856,Bodega Garzon,Maldonado,,Uruguay,Tannat,2014,,Red,58cf3d529da830d278155e1b
Brut Rosé Sparkling Pinot Noir Sperling Vineyards VQA 2013,79.89690776666666,Sperling Vineyards,Okanagan Valley,,Canada,Pinot Noir,2013,Sparkling,Rose,5e94dedf5fd8fd7ae861d9e1
Penfolds Bin 407 Cabernet Sauvignon,79.89515727999999,Treasury Wine Estates,South Australia,,Australia,Cabernet Sauvignon,2015,,Red,5e94def75fd8fd7ae861dbfb
Laxas,79.89515727999999,Laxas,Rias Baixas,,Spain,Albarino,2014,,White,55aed1b11bb314030000004f
Raptor Ridge Gruner Veltliner 2018,79.8939466,Raptor Ridge Winery,Chehalem Mountains,Oregon,USA,Gruner Veltliner,2018,,White,5e679da74d42ee2d694c070a
Chateau Le Puy Cuvee Emilien Red 1990,79.8939466,Chateau Le Puy  btl 700,Bordeaux,,France,"Merlot, Cabernet Sauvignon, Carménère",1990,,Red,5cb62697211d501c7c5b76fd
Dalrymple Pinot Noir 2017,79.89394659999999,Dalrymple  JS 94  2oz 7.50  5oz 17.75  8oz 27.25  btl 85,Tasmania,,Australia,Pinot Noir,2017,,Red,5cb6123e211d501c7c5b76ed
Roar Pinot Noir Santa Lucia Highlands,79.89394659999999,Roar,Central Coast,California,USA,Pinot Noir,2013,,Red,5ad77d39128caabb7db028eb
Hall Cabernet Sauvignon Napa Valley,79.89394659999999,Hall,Napa Valley,California,USA,Cabernet Sauvignon,2014,,Red,5ad77d39128caabb7db02861
Rombauer Vineyards Zinfandel,79.89394659999999,Rombauer Vineyards,Sierra Foothills,,USA,Zinfandel,2014,,Red,580a94ba052564ac0a3f2f21
Wild Grace Small Parcels,79.89394659999999,Kim Crawford,Hawke's Bay,,New Zealand,Chardonnay,2013,,White,56266cbcd8ae270300000002
Summergate Winery Muscat Ottonel,79.89394659999999,Summergate Winery,Okanagan Valley,,Canada,Muscat Ottonel,2014,,White,55e4c87f5e13e5030000003c
Theopolis,79.89394659999999,Theopolis Vineyard,Anderson Valley,,USA,Petite Sirah,2014,,Rose,556b11ef2210cc0300000016
Oakville Cabernet Sauvignon,79.89394659999999,Robert Mondavi Winery,Oakville,,USA,Cabernet Sauvignon,2011,,Red,54adc9c1e5c89a0200000009
Granit 30,79.89394659999999,Vincent Paris,Cornas,,France,Syrah,2012,,Red,548b3b0e439959020000000e
Canon La Gaffeliere,79.89394659999999,Chateau Canon La Gaffeliere,Saint-Emilion,,France,Merlot Cabernet Franc,1900,,Red,5453ed107084790200000002
Shotfire,79.89394659999999,Thorne Clarke,Barrosa Valley,,Australia,Syrah,2011,,Red,5403b847093a270200000008
Le Caprice,79.89394659999999,Peter Michael,Sonoma,,USA,Pinot Noir,2009,,Red,53fe8ec55ca84b0200000011
Rocche Costamagna Annunziata 2009 Barbera,79.89394659999999,Rocche Costamagna Annunziata,Piedmonte,N/A,Italy,Barbera,2009,,Red,5205590ee81746020000001d
Marlborough,79.88763106666666,Kim Crawford,Marlborough,,New Zealand,Sauvignon Blanc,2013,,White,530b9a4f5742860200000514
Domaine Rombeau R 2014,79.88515728,Domaine Rombeau,Cotes Catalanes,,France,Merlot,2014,,Red,5e46f0410b5cd24374180014
Valley View Syrah,79.88515728,Plan B Wine Cellars,Ventura,CA,USA,Syrah,2011,,Red,5564efe1b4f0c10300000051
"Alfaro ""A"" Estate Pinot Noir 2018",79.8814466,Alfaro Family Vineyards & Winery,Santa Cruz Mountains,California,USA,Pinot Noir,2018,,Red,5f7e38c86705e32b6fa4674e
Penfolds Grange Bin 95 2011,79.8814466,Penfolds,,Barossa Valley,Australia,Shiraz,2011,,Red,5f065fb5fbfd6e17acaad214
Casanova di Neri Brunello Cerretalto Sangiovese 2013,79.8814466,Casanova di Neri,Brunello di Montalcino,Tuscany,Italy,Sangiovese,2013,,Red,5f065fb5fbfd6e17acaad152
Colaneri Corposo Red 2018,79.8814466,Colaneri Estate Winery,Niagara Peninsula,Ontario,Canada,"Cabernet Franc, Cabernet Sauvignon",2018,,Red,5ed009697054ff58c442b954
Mission Hill Prospect Shiraz Willow 2017,79.8814466,Prospect Winery,Okanagan Valley,,Canada,Syrah,2017,,Red,5cd05d8168580d752dd58320
